SessionID,Name,Description,Severity,Line,Column,ParentFile,Code
54d3881e-b726-44a9-9e30-4e4351ec3d8c,Sequence warning,SEQUENCE -  GENERATED BY DEFAULT  START 1 INCREMENT 1,Low,4,32,unknown/cli_tsql/source_code.sql,MSCEWI1048
