SessionID,Category,Grammar_Element,HighLevelObject,FileType,Total_Object_Count,Count_Converted_LOC,Count_Not_Converted_LOC,Count_Conversion_Errors,Count_Parsing_Errors
9e613177-ad43-49e5-81cc-addab84aabb1,Uncategorized,TdMultipleColumns,CREATE TABLE,SQL,1,0,1,0,0
9e613177-ad43-49e5-81cc-addab84aabb1,Uncategorized,TdOptions,CREATE TABLE,SQL,1,1,0,0,0
9e613177-ad43-49e5-81cc-addab84aabb1,Uncategorized,TdParameterDeclaration,CREATE / REPLACE PROCEDURE,SQL,9,2,0,0,0
9e613177-ad43-49e5-81cc-addab84aabb1,Uncategorized,TdReplaceProcedureStart,CREATE / REPLACE PROCEDURE,SQL,2,0,2,0,0
9e613177-ad43-49e5-81cc-addab84aabb1,Uncategorized,TdReplaceViewStart,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
9e613177-ad43-49e5-81cc-addab84aabb1,Uncategorized,TdsStatementSColon,Not specified,SQL,11,0,57,0,11
9e613177-ad43-49e5-81cc-addab84aabb1,Uncategorized,TdTableJournalNoModifierOption,CREATE TABLE,SQL,2,2,0,0,0
9e613177-ad43-49e5-81cc-addab84aabb1,Uncategorized,TdTableOptionDefaultModifier,CREATE TABLE,SQL,1,1,0,0,0
9e613177-ad43-49e5-81cc-addab84aabb1,Uncategorized,TdViewQuery,CREATE / REPLACE VIEW,SQL,2,0,8,0,0
9e613177-ad43-49e5-81cc-addab84aabb1,Data Manipulation Language Statements,UPDATE,CREATE / REPLACE PROCEDURE,,1,3,0,0,0
9e613177-ad43-49e5-81cc-addab84aabb1,Uncategorized,VARCHAR,CREATE / REPLACE PROCEDURE,SQL,4,4,0,0,0
9e613177-ad43-49e5-81cc-addab84aabb1,Uncategorized,VARCHAR,CREATE TABLE,SQL,5,5,0,0,0
